Use Case,Status,Price,Discount code,Pain,Loss Reason,Source,City,Created Year,Created Month,Close Year,Close Month
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Jacksonville,2019,12,2020,1
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,financial control,not target,Inbound,Chicago,2019,12,2020,1
Educational Seminars,Closed Won,360.0,25GIFT,financial control,not target,Outbound,San Francisco,2019,12,2019,12
Educational Seminars,Closed Won,960.0,YEARLY60,financial control,not target,Outbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,324.0,10OFFREDUCED,quality of delivery,not target,Inbound,Chicago,2019,11,2019,11
Educational Seminars,Other,360.0,MONTHSAVE25DEAL,financial control,not target,Inbound,San Francisco,2019,12,2019,12
Corporate Events,Closed Lost,360.0,SAVE25LESS,operations,no response,Inbound,Chicago,2019,9,2019,11
Sports Events,Closed Won,360.0,25GIFT,quality of delivery,not target,Inbound,Chicago,2019,10,2019,10
Educational Seminars,Closed Won,960.0,YEARLY60,operations,not target,Inbound,Chicago,2019,11,2019,11
Educational Seminars,Closed Won,360.0,DISCOUNT25QUICK,financial control,not target,Outbound,Chicago,2019,12,2019,12
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,12,2020,10
Corporate Events,Other,768.0,2SEMESTERS20OFF,quality of delivery,not target,Outbound,Los Angeles,2019,12,2019,12
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,quality of delivery,not target,Inbound,Los Angeles,2019,12,2019,12
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,financial control,not target,Inbound,Chicago,2019,12,2020,1
Educational Seminars,Closed Lost,300.0,ECONOMY50SPECIAL,operations,price,Inbound,Chicago,2019,7,2019,7
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Seattle,2019,11,2020,1
Corporate Events,Closed Lost,1008.0,RENEW30YEARLY,financial control,not target,Inbound,Phoenix,2019,11,2019,11
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,San Francisco,2019,12,2019,12
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Outbound,San Diego,2019,11,2019,11
Corporate Events,Closed Lost,1344.0,YEARLY30PROMO,operations,no response,Inbound,Dallas,2019,11,2019,11
Educational Seminars,Closed Won,360.0,DISCOUNT25QUICK,operations,not target,Inbound,Houston,2019,9,2019,9
Educational Seminars,Closed Won,360.0,25GIFT,financial control,not target,Outbound,San Francisco,2019,9,2019,10
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,1,2020,1
Corporate Events,Other,1303.7540329575022,CUTBACK75SPECIAL,operations,not target,Inbound,Chicago,2019,12,2020,1
Sports Events,Other,768.0,HALFYEAR20G,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,240.0,MONTH50REBATE,financial control,not target,Inbound,Chicago,2020,1,2020,1
Sports Events,Other,960.0,BIANNUAL20,financial control,not target,Outbound,Columbus,2019,12,2020,1
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2019,11,2019,11
Corporate Events,Closed Lost,324.0,10OFFREDUCED,operations,no response,Inbound,Seattle,2019,11,2019,11
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Other,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2020,9,2020,9
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,quality of delivery,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,300.0,MONTH50CUTBACK,operations,not target,Inbound,San Francisco,2019,12,2019,12
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,quality of delivery,not target,Outbound,New York,2020,1,2020,1
Corporate Events,Closed Won,1008.0,RENEW30YEARLY,financial control,not target,Inbound,Chicago,2019,11,2019,11
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Outbound,Chicago,2019,11,2020,1
Corporate Events,Closed Won,600.0,PROMOTIONCODE,quality of delivery,not target,Outbound,San Francisco,2019,12,2019,12
Educational Seminars,Other,360.0,DISCOUNT25QUICK,operations,not target,Outbound,Columbus,2019,12,2019,12
Corporate Events,Closed Lost,360.0,MONTHSAVE25DEAL,quality of delivery,not target,Outbound,Chicago,2019,12,2019,12
Sports Events,Closed Lost,1344.0,ANNUAL30BONUS,operations,no response,Outbound,Chicago,2019,11,2019,2
Educational Seminars,Other,1303.7540329575022,SEMESTER25OFFER,quality of delivery,not target,Inbound,Chicago,2019,10,2020,1
Corporate Events,Other,200.0,2SEMESTERS20OFF,quality of delivery,not target,Inbound,Chicago,2019,1,2019,1
Corporate Events,Closed Lost,360.0,MONTHSAVE25DEAL,operations,not target,Outbound,Chicago,2019,11,2019,11
Sports Events,Other,1303.7540329575022,2SEMESTERS20OFF,quality of delivery,not target,Inbound,Chicago,2019,9,2020,1
Corporate Events,Closed Won,360.0,SAVE25LESS,operations,not target,Inbound,Chicago,2019,12,2019,12
Educational Seminars,Closed Lost,0.0,2SEMESTERS20OFF,quality of delivery,no product fit,Inbound,Chicago,2019,8,2019,8
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,quality of delivery,not target,Outbound,Chicago,2019,11,2020,1
Corporate Events,Closed Won,324.0,10OFFREDUCED,operations,not target,Outbound,Chicago,2020,4,2020,4
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,quality of delivery,lost to competitor,Outbound,Chicago,2019,2,2019,7
Corporate Events,Other,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2020,3,2020,3
Corporate Events,Closed Lost,324.0,10OFFREDUCED,operations,no response,Inbound,San Antonio,2019,10,2019,11
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,quality of delivery,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Lost,360.0,MONTHSAVE25DEAL,operations,no response,Inbound,Chicago,2019,11,2019,11
Sports Events,Closed Won,240.0,DISCOUNT50POWER,financial control,not target,Outbound,Chicago,2019,11,2019,11
Corporate Events,Closed Lost,150.0,QUARTERLY75OFF,operations,lost to competitor,Inbound,San Diego,2019,11,2019,11
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Outbound,Chicago,2019,11,2019,11
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,quality of delivery,not target,Outbound,Chicago,2019,12,2020,1
Sports Events,Closed Lost,150.0,MONTH75SPECIAL,operations,no budget,Inbound,San Diego,2019,12,2019,12
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2019,12,2019,12
Sports Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2020,3,2020,1
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,12,2019,12
Wedding Planning,Closed Won,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2020,1,2020,1
Educational Seminars,Closed Won,768.0,HALFYEAR20G,operations,not target,Outbound,Chicago,2020,3,2020,3
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2020,3,2020,1
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2020,4,2020,1
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,financial control,not target,Inbound,Chicago,2020,8,2020,8
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,quality of delivery,not target,Outbound,Chicago,2019,8,2019,8
Corporate Events,Closed Lost,240.0,MONTH50REBATE,financial control,lost to competitor,Inbound,Chicago,2019,11,2019,11
Educational Seminars,Other,600.0,PROMOCODE,operations,not target,Inbound,Chicago,2019,8,2020,1
Educational Seminars,Closed Lost,768.0,HALFYEAR20G,financial control,no budget,Inbound,Chicago,2019,11,2019,11
Educational Seminars,Closed Won,360.0,25GIFT,financial control,not target,Inbound,Chicago,2019,11,2019,11
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,Chicago,2019,11,2019,11
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,11,2020,1
Corporate Events,Closed Lost,960.0,ANNUAL60DEAL,operations,no product fit,Outbound,Chicago,2019,11,2019,11
Sports Events,Closed Won,456.0,FULLYEAR75G,financial control,not target,Outbound,Chicago,2020,3,2020,3
Sports Events,Closed Won,1344.0,ANNUAL30BONUS,operations,not target,Inbound,Chicago,2019,7,2019,12
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,financial control,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Lost,324.0,10OFFREDUCED,quality of delivery,no budget,Outbound,San Diego,2019,12,2019,12
Sports Events,Other,1303.7540329575022,2SEMESTERS20OFF,quality of delivery,not target,Outbound,Chicago,2019,12,2020,1
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Austin,2019,12,2019,12
Sports Events,Closed Won,360.0,25GIFT,financial control,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,240.0,MONTH50REBATE,financial control,not target,Outbound,Jacksonville,2019,12,2019,12
Corporate Events,Closed Won,1008.0,RENEW30YEARLY,operations,not target,Inbound,Chicago,2020,2,2020,2
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2020,3,2020,1
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,quality of delivery,not target,Inbound,Chicago,2019,9,2019,9
Corporate Events,Closed Lost,240.0,SUPER50DISCOUNT,financial control,price,Inbound,Indianapolis,2019,9,2019,11
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,8,2019,10
Corporate Events,Closed Lost,576.0,2SEMESTERS20SALE,financial control,no response,Inbound,Chicago,2019,11,2019,11
Corporate Events,Closed Lost,324.0,10OFFREDUCED,financial control,no product fit,Outbound,San Francisco,2019,11,2019,11
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,financial control,lost to competitor,Inbound,Jacksonville,2019,11,2019,11
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,2,2019,2
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Inbound,New York,2019,5,2019,5
Corporate Events,Closed Won,240.0,MONTH50REBATE,quality of delivery,not target,Outbound,New York,2019,12,2019,12
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,360.0,SAVE25LESS,financial control,not target,Inbound,San Diego,2019,8,2019,8
Sports Events,Closed Won,360.0,25GIFT,operations,not target,Inbound,Chicago,2019,11,2019,11
Corporate Events,Closed Won,120.0,GRAND75SAVING,operations,not target,Inbound,Chicago,2019,11,2019,5
Corporate Events,Closed Lost,240.0,MONTH50REBATE,financial control,no response,Inbound,Chicago,2019,11,2019,11
Sports Events,Other,360.0,25GIFT,financial control,not target,Inbound,Chicago,2020,8,2020,8
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,financial control,not target,Inbound,San Francisco,2020,9,2020,1
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Seattle,2020,10,2020,1
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,2,2020,1
Educational Seminars,Closed Lost,360.0,25GIFT,financial control,lost to competitor,Inbound,San Diego,2019,5,2019,12
Corporate Events,Closed Won,1344.0,YEARLY30PROMO,financial control,not target,Inbound,Jacksonville,2019,12,2019,12
Educational Seminars,Other,450.0,QUARTERSAVE25,operations,not target,Inbound,Chicago,2019,12,2020,1
Sports Events,Closed Won,576.0,HALFSEASON20G,operations,not target,Inbound,Chicago,2019,12,2019,12
Sports Events,Other,960.0,BIANNUAL20,operations,not target,Inbound,San Diego,2020,2,2020,2
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,operations,not target,Inbound,Indianapolis,2020,4,2020,4
Corporate Events,Closed Won,300.0,MONTH50CUTBACK,operations,not target,Inbound,Chicago,2020,8,2020,8
Educational Seminars,Closed Won,576.0,HALFSEASON20G,operations,not target,Inbound,Chicago,2019,8,2019,8
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,financial control,not target,Outbound,Denver,2019,10,2019,10
Sports Events,Closed Won,300.0,ECONOMY50SPECIAL,operations,not target,Inbound,Chicago,2019,7,2019,10
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,11,2020,1
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,11,2020,1
Sports Events,Other,1303.7540329575022,2SEMESTERS20OFF,quality of delivery,not target,Inbound,Chicago,2019,11,2020,1
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Jacksonville,2019,11,2020,1
Corporate Events,Closed Lost,300.0,MONTH50CUTBACK,financial control,no product fit,Inbound,Jacksonville,2019,11,2019,11
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,quality of delivery,not target,Outbound,Los Angeles,2019,11,2019,11
Corporate Events,Closed Won,300.0,MONTH50CUTBACK,operations,not target,Inbound,Chicago,2019,11,2019,11
Educational Seminars,Other,450.0,SAVEQUARTER25,operations,not target,Inbound,Chicago,2019,11,2019,11
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,quality of delivery,not target,Inbound,Chicago,2019,11,2019,11
Educational Seminars,Closed Won,600.0,PROMOCODE,financial control,not target,Inbound,Seattle,2019,5,2019,5
Corporate Events,Closed Lost,240.0,MONTH50REBATE,financial control,no response,Outbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,960.0,ANNUAL60DEAL,operations,not target,Inbound,Chicago,2019,12,2019,12
Educational Seminars,Closed Won,576.0,HALFSEASON20G,operations,not target,Outbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,operations,not target,Outbound,San Francisco,2019,8,2019,8
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,9,2019,9
Corporate Events,Closed Won,768.0,HALFYEAR20G,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,time saving,not target,Inbound,Chicago,2020,8,2020,8
Corporate Events,Closed Lost,960.0,2SEMESTERS20OFF,operations,lost to competitor,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,360.0,SAVE25LESS,quality of delivery,not target,Outbound,Washington,2020,1,2020,1
Corporate Events,Closed Won,360.0,MONTHSAVE25DEAL,quality of delivery,not target,Inbound,Chicago,2019,7,2019,9
Corporate Events,Closed Lost,300.0,MONTH50CUTBACK,financial control,lost to competitor,Inbound,Chicago,2019,9,2019,12
Corporate Events,Closed Won,120.0,SEVENTYFIVEGIFT,operations,not target,Inbound,San Francisco,2019,12,2019,12
Corporate Events,Other,200.0,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,12,2019,12
Educational Seminars,Closed Lost,960.0,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,12,2019,12
Wedding Planning,Closed Won,1303.7540329575022,ECONOMY50SPECIAL,operations,not target,Inbound,Chicago,2019,7,2019,12
Corporate Events,Closed Won,960.0,SEMESTER20DEALAGAIN,operations,not target,Outbound,San Francisco,2019,11,2019,11
Corporate Events,Closed Won,768.0,2SEMESTERS20OFF,financial control,not target,Outbound,New York,2019,9,2019,9
Corporate Events,Closed Won,120.0,GIVEAWAYFREE,operations,not target,Inbound,Houston,2019,12,2019,12
Educational Seminars,Other,240.0,SAVEMONTH50G,financial control,not target,Inbound,San Jose,2020,3,2020,3
Educational Seminars,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Outbound,Chicago,2019,11,2020,1
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,11,2019,11
Sports Events,Closed Won,240.0,SAVEMONTH50G,quality of delivery,not target,Outbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,financial control,not target,Inbound,San Francisco,2019,11,2019,11
Corporate Events,Closed Lost,0.0,2SEMESTERS20OFF,operations,no budget,Inbound,Chicago,2019,11,2019,11
Educational Seminars,Closed Lost,200.0,2SEMESTERS20OFF,operations,no product fit,Outbound,San Francisco,2019,12,2019,12
Educational Seminars,Closed Won,120.0,NOCOSTREG,operations,not target,Inbound,Chicago,2020,3,2020,3
Corporate Events,Closed Won,200.0,3QUARTERS75CUT,operations,not target,Inbound,Chicago,2019,12,2019,12
Sports Events,Closed Lost,0.0,2SEMESTERS20OFF,operations,no product fit,Inbound,Chicago,2020,9,2020,10
Corporate Events,Closed Won,300.0,MONTH50CUTBACK,financial control,not target,Inbound,Dallas,2020,2,2020,2
Corporate Events,Other,1344.0,YEARLY30PROMO,operations,not target,Inbound,Chicago,2020,10,2020,1
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Lost,768.0,HALFYEAR20G,operations,no response,Outbound,Chicago,2019,7,2019,12
Educational Seminars,Closed Won,360.0,25GIFT,financial control,not target,Inbound,Chicago,2019,11,2019,11
Corporate Events,Closed Won,240.0,MONTH50REBATE,operations,not target,Inbound,Chicago,2019,12,2019,12
Sports Events,Closed Won,360.0,DISCOUNT25QUICK,operations,not target,Inbound,Chicago,2019,12,2019,12
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,operations,not target,Inbound,San Francisco,2020,9,2020,9
Sports Events,Closed Won,360.0,25GIFT,operations,not target,Outbound,Charlotte,2019,12,2020,1
Educational Seminars,Other,1680.0,FLAT30,time saving,not target,Outbound,San Francisco,2019,11,2019,11
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,11,2019,2
Wedding Planning,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Inbound,Chicago,2019,11,2019,11
Sports Events,Closed Won,960.0,YEARLY60,financial control,not target,Outbound,Jacksonville,2019,12,2019,12
Corporate Events,Other,1303.7540329575022,2SEMESTERS20OFF,operations,not target,Outbound,Chicago,2020,4,2020,1
Corporate Events,Closed Lost,360.0,2SEMESTERS20OFF,operations,no product fit,Outbound,Chicago,2019,11,2019,11
Corporate Events,Closed Won,240.0,DISCOUNT50POWER,operations,not target,Inbound,Chicago,2019,11,2019,11
Corporate Events,Closed Won,576.0,2SEMESTERS20SALE,quality of delivery,not target,Inbound,Chicago,2019,12,2019,12
Educational Seminars,Other,0.0,2SEMESTERS20OFF,operations,not target,Outbound,Charlotte,2020,3,2020,3
Corporate Events,Closed Won,360.0,SAVE25LESS,financial control,not target,Outbound,Chicago,2020,8,2020,8
